name,pref,address,companies,lines,exclude
大須観音,愛知県,名古屋市中区大須２-１０-３９,名古屋市交通局,名古屋市営地下鉄鶴舞線,愛知県
荒畑,愛知県,名古屋市昭和区鶴舞４-１７-２２,名古屋市交通局,名古屋市営地下鉄鶴舞線,愛知県
御器所,愛知県,名古屋市昭和区御器所通３-７,名古屋市交通局,名古屋市営地下鉄鶴舞線・名古屋市営地下鉄桜通線,愛知県
川名,愛知県,名古屋市昭和区広路通８-７,名古屋市交通局,名古屋市営地下鉄鶴舞線,愛知県
いりなか,愛知県,名古屋市昭和区隼人町３-４,名古屋市交通局,名古屋市営地下鉄鶴舞線,愛知県
塩釜口,愛知県,名古屋市天白区塩釜口１-８３４,名古屋市交通局,名古屋市営地下鉄鶴舞線,愛知県
植田,愛知県,名古屋市天白区植田三丁目1001,名古屋市交通局,名古屋市営地下鉄鶴舞線,愛知県|福島県
原,愛知県,名古屋市天白区原１-５１３,名古屋市交通局,名古屋市営地下鉄鶴舞線,愛知県|静岡県|香川県
平針,愛知県,名古屋市天白区平針２-１３０１,名古屋市交通局,名古屋市営地下鉄鶴舞線,愛知県
中村区役所,愛知県,名古屋市中村区太閤通３-２７-３,名古屋市交通局,名古屋市営地下鉄桜通線,愛知県
国際センター,愛知県,名古屋市中村区名駅４-１３,名古屋市交通局,名古屋市営地下鉄桜通線,宮城県|愛知県
高岳,愛知県,名古屋市東区東桜２-１-２,名古屋市交通局,名古屋市営地下鉄桜通線,愛知県
車道,愛知県,名古屋市東区葵３-１２,名古屋市交通局,名古屋市営地下鉄桜通線,愛知県
吹上,愛知県,名古屋市千種区千種通７-２４-２,名古屋市交通局,名古屋市営地下鉄桜通線,埼玉県|愛知県
桜山,愛知県,名古屋市瑞穂区桜見町１-１-１４,名古屋市交通局,名古屋市営地下鉄桜通線,愛知県
瑞穂区役所,愛知県,名古屋市瑞穂区瑞穂通２-２７,名古屋市交通局,名古屋市営地下鉄桜通線,愛知県
瑞穂運動場西,愛知県,名古屋市瑞穂区瑞穂通５-２４,名古屋市交通局,名古屋市営地下鉄桜通線,愛知県
桜本町,愛知県,名古屋市南区桜台１-１０１,名古屋市交通局,名古屋市営地下鉄桜通線,愛知県
鶴里,愛知県,名古屋市南区鯛取通３-１８-２,名古屋市交通局,名古屋市営地下鉄桜通線,愛知県
野並,愛知県,名古屋市天白区古川町２００,名古屋市交通局,名古屋市営地下鉄桜通線,愛知県
鳴子北,愛知県,名古屋市天白区相川1丁目1,名古屋市交通局,名古屋市営地下鉄桜通線,愛知県
相生山,愛知県,名古屋市緑区相川3丁目61,名古屋市交通局,名古屋市営地下鉄桜通線,愛知県
神沢,愛知県,名古屋市緑区神沢1丁目303,名古屋市交通局,名古屋市営地下鉄桜通線,愛知県
徳重,愛知県,名古屋市緑区乗鞍2丁目102-1,名古屋市交通局,名古屋市営地下鉄桜通線,愛知県
柳生橋,愛知県,豊橋市南松山町１５４,豊橋鉄道,豊橋鉄道渥美線,愛知県
小池,愛知県,豊橋市小池町字原下,豊橋鉄道,豊橋鉄道渥美線,愛知県
愛知大学前,愛知県,豊橋市町畑町,豊橋鉄道,豊橋鉄道渥美線,愛知県
南栄,愛知県,豊橋市南栄町字空池４６,豊橋鉄道,豊橋鉄道渥美線,愛知県
高師,愛知県,豊橋市高師町字北新切,豊橋鉄道,豊橋鉄道渥美線,愛知県
芦原,愛知県,豊橋市芦原町字東,豊橋鉄道,豊橋鉄道渥美線,愛知県
植田,愛知県,愛知県豊橋市植田町中畑,豊橋鉄道,豊橋鉄道渥美線,愛知県|福島県
向ヶ丘,愛知県,愛知県豊橋市植田町西蛤沢,豊橋鉄道,豊橋鉄道渥美線,愛知県
大清水,愛知県,豊橋市大清水町字大清水３-１２２,豊橋鉄道,豊橋鉄道渥美線,愛知県
老津,愛知県,豊橋市老津町字西高縄,豊橋鉄道,豊橋鉄道渥美線,愛知県
杉山,愛知県,豊橋市杉山町字前屋敷,豊橋鉄道,豊橋鉄道渥美線,愛知県
やぐま台,愛知県,田原市谷熊町字鳥郷,豊橋鉄道,豊橋鉄道渥美線,愛知県
豊島,愛知県,田原市豊島町字奥谷,豊橋鉄道,豊橋鉄道渥美線,愛知県
神戸,愛知県,田原市神戸町字大坪,豊橋鉄道,豊橋鉄道渥美線,兵庫県|愛知県|群馬県
三河田原,愛知県,田原市田原町字東大浜１６,豊橋鉄道,豊橋鉄道渥美線,愛知県
駅前大通,愛知県,豊橋市,豊橋鉄道,豊橋鉄道東田本線,愛知県
新川,愛知県,豊橋市,豊橋鉄道,豊橋鉄道東田本線,北海道|愛媛県|愛知県|群馬県
札木,愛知県,豊橋市,豊橋鉄道,豊橋鉄道東田本線,愛知県
市役所前,愛知県,豊橋市,豊橋鉄道,豊橋鉄道東田本線,北海道|千葉県|和歌山県|広島県|愛媛県|愛知県|長野県|鹿児島県
豊橋公園前,愛知県,豊橋市,豊橋鉄道,豊橋鉄道東田本線,愛知県
東八町,愛知県,豊橋市,豊橋鉄道,豊橋鉄道東田本線,愛知県
前畑,愛知県,豊橋市,豊橋鉄道,豊橋鉄道東田本線,愛知県
東田坂上,愛知県,豊橋市,豊橋鉄道,豊橋鉄道東田本線,愛知県
東田,愛知県,豊橋市,豊橋鉄道,豊橋鉄道東田本線,愛知県
競輪場前,愛知県,豊橋市,豊橋鉄道,豊橋鉄道東田本線,富山県|愛知県
井原,愛知県,豊橋市,豊橋鉄道,豊橋鉄道東田本線,岡山県|愛知県
赤岩口,愛知県,豊橋市,豊橋鉄道,豊橋鉄道東田本線,愛知県
運動公園前,愛知県,豊橋市,豊橋鉄道,豊橋鉄道東田本線,愛知県|青森県
金屋,愛知県,名古屋市守山区金屋２-２４３,名古屋ガイドウェイバス,ゆとりーとライン,愛知県
川宮,愛知県,名古屋市守山区川宮町７８番地,名古屋ガイドウェイバス,ゆとりーとライン,愛知県
川村,愛知県,名古屋市守山区川北町３２２-２,名古屋ガイドウェイバス,ゆとりーとライン,愛知県|熊本県
白沢渓谷,愛知県,名古屋市守山区大字川字東山１８０７番地,名古屋ガイドウェイバス,ゆとりーとライン,愛知県
小幡緑地,愛知県,名古屋市守山区大字吉根字松洞３３８６-７,名古屋ガイドウェイバス,ゆとりーとライン,愛知県
東野,岐阜県,恵那市東野大字中切,明知鉄道,明知鉄道明知線,京都府|岐阜県
飯沼,岐阜県,中津川市飯沼字市之坪,明知鉄道,明知鉄道明知線,岐阜県
阿木,岐阜県,中津川市阿木,明知鉄道,明知鉄道明知線,岐阜県
飯羽間,岐阜県,恵那市岩村町飯羽間字光学,明知鉄道,明知鉄道明知線,岐阜県
極楽,岐阜県,岐阜県恵那市岩村町,明知鉄道,明知鉄道明知線,岐阜県
岩村,岐阜県,恵那市岩村町,明知鉄道,明知鉄道明知線,岐阜県
花白温泉,岐阜県,恵那市山岡町馬場山田,明知鉄道,明知鉄道明知線,岐阜県
山岡,岐阜県,恵那市山岡町馬場山田,明知鉄道,明知鉄道明知線,岐阜県
野志,岐阜県,恵那市明智町野志,明知鉄道,明知鉄道明知線,岐阜県
明智,岐阜県,岐阜県恵那市明智町,明知鉄道,明知鉄道明知線,岐阜県
前平公園,岐阜県,美濃加茂市太田町宮前,長良川鉄道,長良川鉄道越美南線,岐阜県
加茂野,岐阜県,美濃加茂市加茂野町木野西河折,長良川鉄道,長良川鉄道越美南線,岐阜県
富加,岐阜県,加茂郡富加町羽生字古熊野,長良川鉄道,長良川鉄道越美南線,岐阜県
関富岡,岐阜県,関市肥田瀬字屋敷田,長良川鉄道,長良川鉄道越美南線,岐阜県
関口,岐阜県,関市関口町１丁目,長良川鉄道,長良川鉄道越美南線,岐阜県
刃物会館前,岐阜県,関市日ノ出町字古町,長良川鉄道,長良川鉄道越美南線,岐阜県
関,岐阜県,関市元重町,長良川鉄道,長良川鉄道越美南線,三重県|岐阜県
関市役所前,岐阜県,関市下有知字境松東,長良川鉄道,長良川鉄道越美南線,岐阜県
関下有知,岐阜県,関市下有知走り下り,長良川鉄道,長良川鉄道越美南線,岐阜県
松森,岐阜県,美濃市松森字八幡前,長良川鉄道,長良川鉄道越美南線,岐阜県
美濃市,岐阜県,美濃市広岡町,長良川鉄道,長良川鉄道越美南線,岐阜県
梅山,岐阜県,美濃市藤岡,長良川鉄道,長良川鉄道越美南線,岐阜県
湯の洞温泉口,岐阜県,美濃市保木脇字神明下,長良川鉄道,長良川鉄道越美南線,岐阜県
洲原,岐阜県,美濃市須原字鐘寿場,長良川鉄道,長良川鉄道越美南線,岐阜県
母野,岐阜県,郡上市美並町上田字境目,長良川鉄道,長良川鉄道越美南線,岐阜県
木尾,岐阜県,郡上市美並町上田字堀畑,長良川鉄道,長良川鉄道越美南線,岐阜県
八坂,岐阜県,郡上市美並町上田字髭畑,長良川鉄道,長良川鉄道越美南線,岐阜県|東京都
みなみ子宝温泉,岐阜県,郡上市美並町大原字石橋２６６９番地１,長良川鉄道,長良川鉄道越美南線,岐阜県
大矢,岐阜県,郡上市美並町大原字湊,長良川鉄道,長良川鉄道越美南線,岐阜県
福野,岐阜県,郡上市美並町白山字山際,長良川鉄道,長良川鉄道越美南線,富山県|岐阜県
美並苅安,岐阜県,郡上市美並町白山字桑下,長良川鉄道,長良川鉄道越美南線,岐阜県
赤池,岐阜県,郡上市美並町山田,長良川鉄道,長良川鉄道越美南線,岐阜県|愛知県|福岡県
深戸,岐阜県,郡上市美並町三戸字下中島,長良川鉄道,長良川鉄道越美南線,岐阜県
相生,岐阜県,郡上市八幡町相生字御花屋敷,長良川鉄道,長良川鉄道越美南線,兵庫県|岐阜県
郡上八幡,岐阜県,郡上市八幡町城南町字中島,長良川鉄道,長良川鉄道越美南線,岐阜県
自然園前,岐阜県,郡上市八幡町瀬取字藤薮,長良川鉄道,長良川鉄道越美南線,岐阜県
山田,岐阜県,郡上市大和町河辺字長池,長良川鉄道,長良川鉄道越美南線,大阪府|岐阜県|東京都
徳永,岐阜県,郡上市大和町徳永字ノゾエ,長良川鉄道,長良川鉄道越美南線,岐阜県
郡上大和,岐阜県,郡上市大和町剣字小倉,長良川鉄道,長良川鉄道越美南線,岐阜県
万場,岐阜県,郡上市大和町万場字会津,長良川鉄道,長良川鉄道越美南線,岐阜県
上万場,岐阜県,郡上市大和町万場字杵棚,長良川鉄道,長良川鉄道越美南線,岐阜県
大中,岐阜県,郡上市白鳥町大島字芝添,長良川鉄道,長良川鉄道越美南線,岐阜県
大島,岐阜県,郡上市白鳥町大島字蒲会津,長良川鉄道,長良川鉄道越美南線,岐阜県|東京都
美濃白鳥,岐阜県,郡上市白鳥町白鳥字大栗,長良川鉄道,長良川鉄道越美南線,岐阜県
白鳥高原,岐阜県,郡上市白鳥町二日町字清水垣内,長良川鉄道,長良川鉄道越美南線,岐阜県
白山長滝,岐阜県,郡上市白鳥町長滝字大門,長良川鉄道,長良川鉄道越美南線,岐阜県
北濃,岐阜県,郡上市白鳥町歩岐島字中河原,長良川鉄道,長良川鉄道越美南線,岐阜県
東大垣,岐阜県,大垣市和合本町,樽見鉄道,樽見鉄道樽見線,岐阜県
横屋,岐阜県,瑞穂市大跡,樽見鉄道,樽見鉄道樽見線,岐阜県
十九条,岐阜県,瑞穂市十九条字河原,樽見鉄道,樽見鉄道樽見線,岐阜県
美江寺,岐阜県,瑞穂市大字美江寺字榎前,樽見鉄道,樽見鉄道樽見線,岐阜県
北方真桑,岐阜県,本巣市上真桑,樽見鉄道,樽見鉄道樽見線,岐阜県
モレラ岐阜,岐阜県,本巣市早野１７５,樽見鉄道,樽見鉄道樽見線,岐阜県
糸貫,岐阜県,本巣市糸貫石田,樽見鉄道,樽見鉄道樽見線,岐阜県
本巣,岐阜県,本巣市曽井中島,樽見鉄道,樽見鉄道樽見線,岐阜県
織部,岐阜県,本巣市山口森本,樽見鉄道,樽見鉄道樽見線,岐阜県
木知原,岐阜県,本巣市木知原字川端,樽見鉄道,樽見鉄道樽見線,岐阜県
谷汲口,岐阜県,揖斐郡揖斐川町谷汲長瀬,樽見鉄道,樽見鉄道樽見線,岐阜県
神海,岐阜県,本巣市神海字西之上,樽見鉄道,樽見鉄道樽見線,岐阜県
高科,岐阜県,揖斐郡揖斐川町谷汲高科,樽見鉄道,樽見鉄道樽見線,岐阜県
鍋原,岐阜県,本巣市佐原字家佐畑,樽見鉄道,樽見鉄道樽見線,岐阜県
日当,岐阜県,本巣市日当字前沖,樽見鉄道,樽見鉄道樽見線,岐阜県
高尾,岐阜県,本巣市根尾高尾字吉尾,樽見鉄道,樽見鉄道樽見線,岐阜県|東京都
水鳥,岐阜県,本巣市根尾水鳥字下島,樽見鉄道,樽見鉄道樽見線,岐阜県
樽見,岐阜県,本巣市根尾樽見字下川原,樽見鉄道,樽見鉄道樽見線,岐阜県
大矢知,三重県,四日市市大矢知町３２７９,三岐鉄道,三岐鉄道三岐線,三重県
平津,三重県,四日市市平津町３８５-２,三岐鉄道,三岐鉄道三岐線,三重県
暁学園前,三重県,四日市市中村町３９３-２,三岐鉄道,三岐鉄道三岐線,三重県
山城,三重県,四日市市山城町１１０６-２,三岐鉄道,三岐鉄道三岐線,三重県
保々,三重県,四日市市小牧町１９３７,三岐鉄道,三岐鉄道三岐線,三重県
北勢中央公園口,三重県,四日市市市場町字東高見５３６-２,三岐鉄道,三岐鉄道三岐線,三重県
梅戸井,三重県,いなべ市大安町梅戸２３５４-２,三岐鉄道,三岐鉄道三岐線,三重県
大安,三重県,いなべ市大安町大井田１３０５,三岐鉄道,三岐鉄道三岐線,三重県
三里,三重県,いなべ市大安町平塚５１２-１１,三岐鉄道,三岐鉄道三岐線,三重県
丹生川,三重県,いなべ市大安町丹生川中１１７０-１,三岐鉄道,三岐鉄道三岐線,三重県
伊勢治田,三重県,いなべ市北勢町東村１０３,三岐鉄道,三岐鉄道三岐線,三重県
東藤原,三重県,いなべ市藤原町東禅寺８９５,三岐鉄道,三岐鉄道三岐線,三重県
西野尻,三重県,いなべ市藤原町西野尻５５６-２,三岐鉄道,三岐鉄道三岐線,三重県
西藤原,三重県,いなべ市藤原町大貝戸３３６,三岐鉄道,三岐鉄道三岐線,三重県
馬道,三重県,桑名市大字本願寺字笠松２２８-２,三岐鉄道,三岐鉄道北勢線,三重県
西別所,三重県,桑名市大字西別所１８０-２,三岐鉄道,三岐鉄道北勢線,三重県
蓮花寺,三重県,桑名市大字蓮花寺１８３-４,三岐鉄道,三岐鉄道北勢線,三重県
在良,三重県,桑名市大字額田字中縄３８１-１,三岐鉄道,三岐鉄道北勢線,三重県
星川,三重県,桑名市星川字十弐９０２の９,三岐鉄道,三岐鉄道北勢線,三重県|神奈川県
七和,三重県,桑名市大字芳ケ崎字屋敷田６０２-７,三岐鉄道,三岐鉄道北勢線,三重県
穴太,三重県,員弁郡東員町大字筑紫字堤田８８７-７,三岐鉄道,三岐鉄道北勢線,三重県|滋賀県
東員,三重県,員弁郡東員町山田１９５４番地,三岐鉄道,三岐鉄道北勢線,三重県
大泉,三重県,いなべ市員弁町大泉２５１６,三岐鉄道,三岐鉄道北勢線,三重県|富山県|福島県
楚原,三重県,いなべ市員弁町大字楚原字宮の腰５４４-１,三岐鉄道,三岐鉄道北勢線,三重県
麻生田,三重県,いなべ市北勢町大字麻生田字南一色２００３-２,三岐鉄道,三岐鉄道北勢線,三重県
阿下喜,三重県,いなべ市北勢町大字阿下喜字塚原６８７,三岐鉄道,三岐鉄道北勢線,三重県
鈴鹿,三重県,鈴鹿市矢橋町１丁目１１,伊勢鉄道,伊勢鉄道伊勢線,三重県
玉垣,三重県,鈴鹿市桜島町１丁目２０,伊勢鉄道,伊勢鉄道伊勢線,三重県
鈴鹿サーキット稲生,三重県,鈴鹿市稲生町西３丁目８,伊勢鉄道,伊勢鉄道伊勢線,三重県
徳田,三重県,鈴鹿市徳田町,伊勢鉄道,伊勢鉄道伊勢線,三重県|石川県
中瀬古,三重県,鈴鹿市中瀬古町字杉山,伊勢鉄道,伊勢鉄道伊勢線,三重県
伊勢上野,三重県,津市河芸町上野,伊勢鉄道,伊勢鉄道伊勢線,三重県
河芸,三重県,津市河芸町浜田,伊勢鉄道,伊勢鉄道伊勢線,三重県
東一身田,三重県,津市一身田平野,伊勢鉄道,伊勢鉄道伊勢線,三重県
新居,三重県,伊賀市東高倉８３-２,伊賀鉄道,伊賀鉄道伊賀線,三重県
西大手,三重県,伊賀市上野西大手町１,伊賀鉄道,伊賀鉄道伊賀線,三重県
上野市,三重県,伊賀市上野丸之内６１-２,伊賀鉄道,伊賀鉄道伊賀線,三重県
広小路,三重県,伊賀市上野農人町４２６-２,伊賀鉄道,伊賀鉄道伊賀線,三重県|富山県
茅町,三重県,伊賀市上野茅町２６５２-２,伊賀鉄道,伊賀鉄道伊賀線,三重県
桑町,三重県,伊賀市四十九町八反田２１３５,伊賀鉄道,伊賀鉄道伊賀線,三重県
四十九,三重県,三重県伊賀市四十九町,伊賀鉄道,伊賀鉄道伊賀線,三重県
猪田道,三重県,伊賀市依那具１０２４-４,伊賀鉄道,伊賀鉄道伊賀線,三重県
市部,三重県,伊賀市市部４１７-２,伊賀鉄道,伊賀鉄道伊賀線,三重県
依那古,三重県,伊賀市沖１８-２,伊賀鉄道,伊賀鉄道伊賀線,三重県
丸山,三重県,伊賀市才良３５３-４,伊賀鉄道,伊賀鉄道伊賀線,三重県|兵庫県|埼玉県
上林,三重県,伊賀市上林原代２６-２,伊賀鉄道,伊賀鉄道伊賀線,三重県
比土,三重県,伊賀市比土城之越３３２-４,伊賀鉄道,伊賀鉄道伊賀線,三重県
播磨,三重県,桑名市大字播磨２５００-３,養老鉄道,養老鉄道養老線,三重県
下深谷,三重県,桑名市大字下深谷部２２７９,養老鉄道,養老鉄道養老線,三重県
下野代,三重県,桑名市多度町下野代３１６２-３,養老鉄道,養老鉄道養老線,三重県
多度,三重県,桑名市多度町小山１８６０-２,養老鉄道,養老鉄道養老線,三重県
美濃松山,岐阜県,海津市南濃町松山古堤２２１,養老鉄道,養老鉄道養老線,岐阜県
石津,岐阜県,海津市南濃町太田通９２,養老鉄道,養老鉄道養老線,大阪府|岐阜県
美濃山崎,岐阜県,海津市南濃町山崎大立２６７,養老鉄道,養老鉄道養老線,岐阜県
駒野,岐阜県,海津市南濃町駒野横道上６１７-５,養老鉄道,養老鉄道養老線,岐阜県
美濃津屋,岐阜県,海津市南濃町津屋借畑２６９３-５,養老鉄道,養老鉄道養老線,岐阜県
養老,岐阜県,養老郡養老町鷲巣白石道１２００,養老鉄道,養老鉄道養老線,岐阜県
美濃高田,岐阜県,養老郡養老町高田字古宮８４２-４,養老鉄道,養老鉄道養老線,岐阜県
烏江,岐阜県,養老郡養老町烏江１０７４-１,養老鉄道,養老鉄道養老線,岐阜県
大外羽,岐阜県,大垣市西大外羽３-２８,養老鉄道,養老鉄道養老線,岐阜県
友江,岐阜県,大垣市友江町２２１,養老鉄道,養老鉄道養老線,岐阜県
美濃青柳,岐阜県,大垣市青柳町４２５-１,養老鉄道,養老鉄道養老線,岐阜県
西大垣,岐阜県,大垣市木戸町９１０,養老鉄道,養老鉄道養老線,岐阜県
室,岐阜県,大垣市木戸町１３４-３,養老鉄道,養老鉄道養老線,岐阜県
北大垣,岐阜県,大垣市笠木町７６-３,養老鉄道,養老鉄道養老線,岐阜県
東赤坂,岐阜県,安八郡神戸町大字中沢字村西１２４-６,養老鉄道,養老鉄道養老線,岐阜県
広神戸,岐阜県,安八郡神戸町大字神戸字西浦１２２,養老鉄道,養老鉄道養老線,岐阜県
北神戸,岐阜県,安八郡神戸町大字北一色字別当野５７５-２,養老鉄道,養老鉄道養老線,岐阜県
池野,岐阜県,揖斐郡池田町池野２５９-４,養老鉄道,養老鉄道養老線,岐阜県
北池野,岐阜県,揖斐郡池田町本郷１５１５,養老鉄道,養老鉄道養老線,岐阜県
美濃本郷,岐阜県,揖斐郡池田町本郷５５０,養老鉄道,養老鉄道養老線,岐阜県
揖斐,岐阜県,揖斐郡揖斐川町脛永字山王元４３４,養老鉄道,養老鉄道養老線,岐阜県
フジテック前,滋賀県,彦根市甲田町３５６,近江鉄道,近江鉄道本線,滋賀県
鳥居本,滋賀県,彦根市鳥居本町６５７,近江鉄道,近江鉄道本線,滋賀県
ひこね芹川,滋賀県,滋賀県彦根市芹川町字矢立564-1,近江鉄道,近江鉄道本線,滋賀県
彦根口,滋賀県,彦根市西沼波町６５５,近江鉄道,近江鉄道本線,滋賀県
高宮,滋賀県,彦根市高宮町８７６-１,近江鉄道,近江鉄道本線・近江鉄道多賀線,滋賀県|福岡県
尼子,滋賀県,犬上郡甲良町尼子１７０６-２,近江鉄道,近江鉄道本線,滋賀県
豊郷,滋賀県,犬上郡豊郷町八目１１-１,近江鉄道,近江鉄道本線,北海道|滋賀県
愛知川,滋賀県,愛知郡愛荘町市８９５,近江鉄道,近江鉄道本線,滋賀県
五箇荘,滋賀県,東近江市五個荘小幡町４６７-４,近江鉄道,近江鉄道本線,滋賀県
河辺の森,滋賀県,東近江市建部下野町１２４１-２,近江鉄道,近江鉄道本線,滋賀県
八日市,滋賀県,東近江市八日市浜野町４８５,近江鉄道,近江鉄道本線・近江鉄道八日市線,滋賀県
長谷野,滋賀県,東近江市今堀町８１３-１,近江鉄道,近江鉄道本線,滋賀県
大学前,滋賀県,東近江市布施町中ノ山２９-２,近江鉄道,近江鉄道本線,滋賀県|長野県
京セラ前,滋賀県,東近江市川合町字皆込１３-１６,近江鉄道,近江鉄道本線,滋賀県
桜川,滋賀県,東近江市桜川西町７８,近江鉄道,近江鉄道本線,滋賀県
朝日大塚,滋賀県,東近江市大塚町３１５-３,近江鉄道,近江鉄道本線,滋賀県
朝日野,滋賀県,東近江市鋳物師町９０３-２,近江鉄道,近江鉄道本線,滋賀県
日野,滋賀県,蒲生郡日野町内池７５４-５,近江鉄道,近江鉄道本線,東京都|滋賀県|長野県
水口松尾,滋賀県,甲賀市水口町水口字知神１６３７-１,近江鉄道,近江鉄道本線,滋賀県
水口,滋賀県,甲賀市水口町水口２４６９,近江鉄道,近江鉄道本線,滋賀県
水口石橋,滋賀県,甲賀市水口町鹿深４５０８-１,近江鉄道,近江鉄道本線,滋賀県
水口城南,滋賀県,甲賀市水口町水口字宮ノ下５６６８-２,近江鉄道,近江鉄道本線,滋賀県
スクリーン,滋賀県,彦根市高宮町樋ノ戸４５８-１,近江鉄道,近江鉄道多賀線,滋賀県
多賀大社前,滋賀県,犬上郡多賀町多賀１３２２,近江鉄道,近江鉄道多賀線,滋賀県
新八日市,滋賀県,東近江市八日市清水２-１３７-２,近江鉄道,近江鉄道八日市線,滋賀県
太郎坊宮前,滋賀県,東近江市小脇町７５３-５,近江鉄道,近江鉄道八日市線,滋賀県
市辺,滋賀県,東近江市市辺町２８０１,近江鉄道,近江鉄道八日市線,滋賀県
平田,滋賀県,東近江市平田町１２１-２,近江鉄道,近江鉄道八日市線,岩手県|滋賀県|長野県|高知県
武佐,滋賀県,近江八幡市長光寺町５５-３,近江鉄道,近江鉄道八日市線,北海道|滋賀県
紫香楽宮跡,滋賀県,甲賀市信楽町牧字下山,信楽高原鐵道,信楽高原鐵道信楽線,滋賀県
雲井,滋賀県,甲賀市信楽町牧字永楽,信楽高原鐵道,信楽高原鐵道信楽線,滋賀県
勅旨,滋賀県,甲賀市信楽町勅旨字鳥居迫,信楽高原鐵道,信楽高原鐵道信楽線,滋賀県
玉桂寺前,滋賀県,甲賀市信楽町勅旨字奥出,信楽高原鐵道,信楽高原鐵道信楽線,滋賀県
信楽,滋賀県,甲賀市信楽町長野,信楽高原鐵道,信楽高原鐵道信楽線,滋賀県
トロッコ嵐山,京都府,京都市右京区嵯峨小倉山田渕山町,嵯峨野観光鉄道,嵯峨野観光線,京都府
トロッコ保津峡,京都府,京都市西京区嵐山北松尾山,嵯峨野観光鉄道,嵯峨野観光線,京都府
トロッコ亀岡,京都府,亀岡市篠町山本地黒,嵯峨野観光鉄道,嵯峨野観光線,京都府
元田中,京都府,京都市左京区田中大久保町７５,叡山電鉄,叡山電鉄叡山本線,京都府
茶山,京都府,京都市左京区田中北春菜町３８,叡山電鉄,叡山電鉄叡山本線,京都府|福岡県
一乗寺,京都府,京都市左京区一乗寺里ノ西町１０２,叡山電鉄,叡山電鉄叡山本線,京都府
修学院,京都府,京都市左京区山端壱町田町１４-１,叡山電鉄,叡山電鉄叡山本線,京都府
宝ヶ池,京都府,京都市左京区上高野上荒蒔町,叡山電鉄,叡山電鉄叡山本線・叡山電鉄鞍馬線,京都府
三宅八幡,京都府,京都市左京区上高野木ノ下町２０-３,叡山電鉄,叡山電鉄叡山本線,京都府
八瀬比叡山口,京都府,京都市左京区八瀬野瀬町１１３,叡山電鉄,叡山電鉄叡山本線,京都府
八幡前,京都府,京都市左京区岩倉三宅町２５,叡山電鉄,叡山電鉄鞍馬線,京都府|和歌山県
岩倉,京都府,京都市左京区岩倉忠在地町３００,叡山電鉄,叡山電鉄鞍馬線,京都府|山口県|愛知県
木野,京都府,京都市左京区岩倉幡枝町４５,叡山電鉄,叡山電鉄鞍馬線,京都府
京都精華大前,京都府,京都市左京区静市市原町８７１,叡山電鉄,叡山電鉄鞍馬線,京都府
二軒茶屋,京都府,京都市左京区静市市原町９６８,叡山電鉄,叡山電鉄鞍馬線,京都府|鹿児島県
市原,京都府,京都市左京区静市市原町１２４,叡山電鉄,叡山電鉄鞍馬線,京都府
二ノ瀬,京都府,京都市左京区鞍馬二ノ瀬町１６０,叡山電鉄,叡山電鉄鞍馬線,京都府
貴船口,京都府,京都市左京区鞍馬貴船町５-１,叡山電鉄,叡山電鉄鞍馬線,京都府
鞍馬,京都府,京都市左京区鞍馬本町１９１,叡山電鉄,叡山電鉄鞍馬線,京都府
福知山市民病院口,京都府,福知山市新庄,京都丹後鉄道,宮福線,京都府
荒河かしの木台,京都府,福知山市上荒河,京都丹後鉄道,宮福線,京都府
牧,京都府,福知山市牧,京都丹後鉄道,宮福線,京都府|大分県
下天津,京都府,福知山市下天津,京都丹後鉄道,宮福線,京都府
公庄,京都府,福知山市大江町公庄,京都丹後鉄道,宮福線,京都府
大江,京都府,福知山市大江町河守,京都丹後鉄道,宮福線,京都府|愛知県
大江高校前,京都府,福知山市大江町金屋,京都丹後鉄道,宮福線,京都府
二俣,京都府,福知山市大江町二俣,京都丹後鉄道,宮福線,京都府
大江山口内宮,京都府,福知山市大江町内宮,京都丹後鉄道,宮福線,京都府
辛皮,京都府,宮津市小田,京都丹後鉄道,宮福線,京都府
喜多,京都府,宮津市喜多,京都丹後鉄道,宮福線,京都府
宮村,京都府,宮津市宮村,京都丹後鉄道,宮福線,京都府
宮津,京都府,宮津市鶴賀,京都丹後鉄道,宮福線・宮豊線・宮舞線,京都府
天橋立,京都府,宮津市文珠,京都丹後鉄道,宮豊線,京都府
岩滝口,京都府,宮津市須津,京都丹後鉄道,宮豊線,京都府
与謝野,京都府,与謝郡与謝野町下山田,京都丹後鉄道,宮豊線,京都府
京丹後大宮,京都府,京丹後市大宮町口大野,京都丹後鉄道,宮豊線,京都府
峰山,京都府,京丹後市峰山町杉谷,京都丹後鉄道,宮豊線,京都府
網野,京都府,京丹後市網野町下岡,京都丹後鉄道,宮豊線,京都府
夕日ヶ浦木津温泉,京都府,京丹後市網野町木津,京都丹後鉄道,宮豊線,京都府
小天橋,京都府,京丹後市久美浜町浦明,京都丹後鉄道,宮豊線,京都府
かぶと山,京都府,京丹後市久美浜町甲山,京都丹後鉄道,宮豊線,京都府
久美浜,京都府,京丹後市久美浜町栄町,京都丹後鉄道,宮豊線,京都府
コウノトリの郷,兵庫県,豊岡市日撫,京都丹後鉄道,宮豊線,兵庫県
国際会館,京都府,京都市左京区岩倉大鷺町,京都市交通局,京都市営地下鉄烏丸線,京都府
